Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
3,3,0,3,1,5,604,15,1
4,4,0,3,1,4,432,55,3
2,3,1,2,1,3,2969,35,3
1,1,1,5,0,3,1158,27,1
1,4,1,4,1,5,304,56,3
4,4,1,3,0,1,447,20,1
3,3,0,1,1,3,325,41,1
1,2,0,4,1,2,395,14,1
3,4,0,3,1,5,738,52,3
3,4,1,4,1,1,819,55,3
1,0,0,3,1,5,680,23,1
3,4,1,4,1,5,569,44,3
4,1,0,2,1,1,2603,44,1
1,2,0,1,1,5,785,42,1
3,3,1,3,0,1,1237,28,1
2,5,1,5,1,3,1440,41,3
1,4,1,5,1,5,3905,37,3
3,5,1,5,1,4,1609,55,3
5,5,1,5,1,1,1250,32,2
5,5,1,5,1,5,2244,43,3
2,2,0,2,1,4,1590,16,2
4,4,0,2,1,4,337,51,1
2,2,1,1,0,3,1121,30,1
1,4,0,4,1,3,1844,45,1
3,3,1,3,1,2,226,58,1
4,4,1,4,1,4,2704,40,3
1,1,1,4,0,3,787,10,2
2,3,1,2,1,4,508,35,3
4,4,0,3,1,3,763,25,1
3,4,1,2,0,1,1237,38,1
4,4,1,4,1,3,770,38,1
3,3,1,4,0,1,2288,17,1
4,4,1,3,1,4,1598,33,3
1,1,0,2,0,5,396,68,1
4,3,1,4,1,5,1609,42,3
5,4,1,4,1,5,3031,52,3
4,3,1,3,1,3,584,39,3
2,5,0,2,1,3,294,70,2
1,1,0,3,1,5,679,31,1
1,1,1,2,0,3,1919,31,3
5,4,1,4,1,3,362,58,3
4,3,0,5,1,3,1589,46,1
1,5,1,4,1,4,189,43,3
0,5,1,2,1,3,328,55,3
3,3,0,3,1,3,666,23,1
3,3,0,4,1,4,162,7,1
2,4,1,2,1,4,509,50,3
2,2,0,2,1,3,589,35,2
2,4,1,4,1,5,3432,18,3
1,5,1,5,1,5,2429,49,3
1,5,1,2,1,3,397,62,3
4,4,1,4,1,4,1416,53,3
2,3,1,2,1,3,1754,49,1
4,4,1,4,1,3,644,41,3
3,3,0,2,1,4,302,40,1
4,4,0,3,1,3,197,37,1
1,2,1,1,1,4,1788,43,3
4,4,0,1,1,3,406,50,1
4,2,0,3,1,3,331,16,1
2,2,0,3,1,3,680,38,1
3,3,1,3,1,1,561,52,1
2,2,1,2,1,1,1379,18,3
1,2,0,1,1,4,414,53,1
2,2,1,2,0,4,300,26,1
4,4,0,5,1,3,1660,52,1
4,5,1,4,1,4,2722,54,3
4,4,1,2,0,3,391,38,1
4,4,1,4,1,1,3413,31,3
1,1,0,5,1,5,393,17,1
2,2,1,4,0,4,347,33,1
5,5,1,1,0,3,1013,26,3
1,5,1,4,1,1,1416,25,3
4,4,1,4,1,5,526,52,1
2,2,1,3,1,2,994,46,1
2,3,1,5,1,3,2296,39,3
0,4,1,2,1,5,337,36,3
5,5,1,5,1,3,2541,32,1
3,3,1,3,1,2,3821,32,3
1,5,1,5,1,3,3499,30,3
4,4,0,5,1,2,835,65,1
1,5,1,4,1,5,1005,37,3
0,5,1,4,1,5,3932,44,3
2,5,1,3,1,5,2167,52,3
4,4,1,4,1,5,3369,42,3
1,1,0,2,1,1,919,24,1
1,1,1,1,1,1,2039,77,3
3,3,0,4,1,4,405,32,1
5,4,1,4,1,3,546,59,3
2,1,1,3,0,4,427,23,1
2,3,0,2,1,3,1290,53,1
2,4,0,2,1,3,1979,59,3
5,5,1,5,1,3,725,49,3
4,4,1,4,1,2,817,25,1
3,1,1,4,1,4,2929,55,3
3,1,0,2,1,1,2979,50,2
2,2,1,2,1,4,583,16,3
2,3,1,2,1,1,956,36,3
2,2,1,3,0,3,475,27,1
3,3,1,5,0,5,1072,39,3
3,4,0,4,1,3,930,22,1
5,5,1,5,1,4,946,29,1
4,4,1,4,1,2,293,65,1
4,4,1,4,1,4,3312,56,3
3,3,1,3,1,1,802,54,1
4,4,1,4,1,1,937,35,2
3,4,1,4,1,5,3657,41,3
2,4,1,5,1,4,2383,54,3
3,3,0,4,1,5,253,62,1
4,4,0,4,1,4,237,40,1
0,4,1,1,1,4,3285,36,3
3,3,0,3,1,1,86,29,1
4,3,0,3,1,3,1050,10,1
4,4,1,3,0,4,127,30,1
2,3,0,3,1,4,547,44,1
1,1,1,3,0,3,647,22,1
3,3,1,5,0,4,689,21,1
1,1,1,1,1,1,550,10,2
4,5,1,4,1,4,1471,60,3
3,4,1,2,1,3,2938,44,3
3,4,1,5,1,5,2405,42,3
3,5,1,3,1,5,3778,24,3
3,3,0,5,1,4,507,49,1
3,3,1,3,1,3,386,19,2
3,3,0,4,1,5,1102,11,2
5,5,1,3,1,3,2708,45,3
3,4,0,4,1,5,859,34,1
2,2,1,5,1,3,163,37,3
1,1,0,5,1,1,846,36,1
1,1,0,1,1,5,744,33,1
3,2,0,3,1,1,1541,43,1
2,5,0,1,1,5,967,58,1
2,4,1,2,1,1,2760,33,3
3,5,1,4,1,3,3013,40,3
2,1,0,3,1,5,907,36,1
1,4,1,4,1,3,2026,40,3
4,2,1,4,1,1,2556,53,3
1,4,1,4,1,3,214,43,3
3,4,1,3,1,3,501,40,3
1,1,0,3,1,5,480,40,1
1,5,1,5,1,4,2401,16,3
2,2,0,3,1,4,406,57,1
4,3,0,4,1,3,351,64,1
0,1,1,3,1,1,250,59,3
3,4,1,3,1,2,2644,60,3
3,3,1,3,1,1,728,30,2
4,4,0,1,1,4,214,11,1
2,2,0,3,1,1,842,36,1
4,2,1,4,1,1,1172,55,1
1,4,1,4,1,3,850,22,3
4,4,1,4,1,2,77,36,1
2,2,1,4,0,3,622,27,1
3,3,1,4,0,3,1721,55,3
2,4,1,4,1,4,2714,29,3
1,1,1,4,0,3,679,24,1
1,1,1,1,0,2,200,27,1
3,5,1,3,1,3,794,60,1
3,4,1,4,1,3,529,18,3
2,2,1,3,1,2,373,75,3
5,3,1,5,1,1,106,43,1
5,5,0,1,1,3,1204,42,1
2,3,1,4,1,3,1069,48,3
3,5,1,4,1,5,1065,56,3
1,4,1,4,1,5,641,41,3
3,2,1,3,1,4,2024,58,3
3,2,1,5,1,1,3572,40,3
1,1,1,1,1,1,1558,26,3
4,4,1,2,0,2,306,30,1
2,2,1,2,1,1,1999,66,3
3,2,1,3,1,1,826,43,1
1,1,0,1,1,5,491,17,1
5,4,1,4,1,3,2416,32,3
1,1,0,3,1,5,406,7,2
5,3,1,3,1,5,472,37,3
5,5,1,1,0,4,393,37,3
3,4,1,3,1,3,328,51,1
4,3,1,5,0,3,239,39,3
4,4,1,5,0,3,832,43,3
3,3,0,2,1,4,526,17,1
2,2,0,5,1,4,861,68,1
2,2,1,2,0,5,423,23,1
2,4,1,4,1,4,3771,78,3
1,1,0,5,1,2,868,47,1
3,3,1,4,0,4,453,27,1
2,4,1,5,1,3,3059,59,3
2,2,0,4,1,3,239,56,1
1,1,1,1,1,4,2207,30,3
2,4,1,4,1,3,1585,54,3
2,2,0,5,1,3,451,32,2
2,2,1,3,0,1,719,30,3
5,3,1,3,1,3,3907,22,3
3,4,1,4,1,5,1933,20,3
4,4,1,4,1,1,3094,31,3
1,5,1,4,1,5,1379,52,3
4,3,0,4,1,4,883,48,1
5,5,1,4,1,3,1913,44,3
4,4,0,2,1,5,236,67,1
1,4,1,5,1,4,842,49,3
4,4,1,3,0,5,191,26,1
0,0,0,3,1,3,1771,28,1
2,2,1,1,0,1,472,27,1
5,4,1,2,1,2,3860,34,3
3,5,1,5,1,3,2043,43,3
2,2,0,1,1,4,588,19,1
5,5,1,4,1,5,2159,46,3
5,5,1,5,1,5,547,48,3
1,5,0,5,1,3,861,43,3
2,5,1,2,1,4,1744,60,3
3,3,1,3,1,5,419,58,2
1,1,1,2,0,2,302,40,3
3,5,1,5,1,5,3921,45,3
1,1,0,4,1,4,1050,70,1
2,2,1,2,1,3,1250,45,1
2,5,1,4,1,4,3370,57,3
0,0,0,4,1,1,405,17,1
1,1,1,1,1,3,2116,20,3
1,1,1,1,1,1,900,53,1
1,1,1,1,0,2,484,13,1
4,5,1,4,1,4,1064,80,1
2,5,1,5,1,5,1749,50,3
4,4,0,5,1,4,1927,19,1
5,5,1,5,1,5,913,24,2
4,4,1,1,0,3,986,40,3
5,5,1,5,1,4,163,38,1
3,3,0,1,1,3,2979,52,1
3,4,1,4,1,3,725,30,3
5,5,1,4,1,3,342,33,3
1,1,0,4,1,2,680,9,1
5,5,1,4,1,5,1927,45,3
1,1,1,1,0,1,601,30,1
1,4,1,1,1,2,2038,46,3
3,3,0,2,1,1,347,63,1
1,1,0,4,1,1,414,34,1
1,1,1,3,0,3,1240,10,1
2,2,1,4,1,2,2402,31,3
2,4,1,4,1,5,2134,40,3
3,3,0,1,1,4,376,18,1
4,3,1,4,1,4,214,43,3
1,1,0,2,1,3,102,63,1
2,2,1,2,1,2,630,22,3
5,4,1,4,1,4,684,50,3
4,5,1,5,1,5,2613,54,3
1,1,0,3,1,5,842,57,1
5,5,1,5,1,4,1547,54,3
4,3,1,3,1,3,3456,32,3
3,4,0,2,1,5,2475,14,2
3,5,1,3,1,3,2649,34,3
4,4,1,4,0,3,643,33,1
3,3,1,3,1,1,1379,59,3
3,3,1,1,0,4,550,22,1
2,2,0,2,1,4,861,57,1
2,2,1,4,0,3,1452,45,3
3,3,0,4,1,3,999,59,2
2,2,1,2,1,3,395,68,2
1,1,1,4,0,5,440,37,3
3,5,1,3,1,5,936,55,3
3,3,0,4,1,3,74,15,1
1,1,1,1,1,4,109,24,2
2,4,0,4,1,3,362,47,3
2,2,1,2,1,2,581,38,1
3,3,1,3,1,4,1342,42,2
1,4,1,5,1,4,2765,42,3
5,5,1,5,1,2,101,74,2
4,5,1,5,1,3,2938,50,3
2,2,1,2,1,4,936,50,3
3,3,1,3,1,2,3442,52,3
4,4,0,2,1,1,874,19,1
1,1,1,3,0,4,191,25,1
2,2,1,1,0,4,2173,43,3
5,5,1,4,1,5,2187,47,3
4,4,0,4,1,3,986,36,1
1,5,1,4,1,5,469,54,3
3,3,1,2,1,4,2125,55,3
5,5,1,4,0,1,1111,18,1
3,2,0,2,1,4,1118,14,1
4,3,1,4,1,4,2794,23,3
4,4,1,4,1,5,2116,47,3
1,5,1,4,1,3,361,60,3
4,4,1,4,1,4,1774,32,1
4,4,1,5,0,3,837,20,1
3,3,1,4,0,3,423,23,1
2,5,0,2,1,4,1089,44,1
1,4,1,4,1,3,2634,47,3
0,5,1,3,1,5,1985,49,3
3,0,0,2,1,1,110,29,1
1,4,1,2,1,3,3925,40,3
1,1,1,3,0,2,1076,35,3
1,1,1,3,0,4,1391,28,1
5,5,1,2,0,4,228,37,3
3,3,1,3,1,2,447,33,1
5,5,1,5,1,1,266,39,1
2,4,1,5,1,5,1961,53,3
2,2,1,1,0,4,737,21,1
2,4,1,4,1,5,1979,29,3
3,3,1,5,0,2,362,17,1
4,5,1,5,1,3,301,33,1
3,4,1,3,1,1,1426,70,3
1,1,1,1,1,2,349,54,2
1,4,0,4,1,3,328,60,1
3,3,1,3,1,1,2370,43,3
2,5,1,2,1,4,3861,40,3
2,3,1,2,1,1,2219,43,3
2,4,1,5,1,4,2442,51,3
3,3,0,5,1,1,2306,69,1
3,3,1,3,1,5,2704,39,3
4,3,0,5,1,4,1046,46,1
5,4,1,5,1,3,2608,58,3
1,4,1,5,1,5,738,53,3
3,4,1,5,1,5,3460,51,3
5,5,1,3,1,5,3803,59,3
1,1,1,4,0,1,721,27,1
1,3,1,4,1,5,1846,59,3
5,4,1,3,1,4,1576,35,3
3,3,0,4,1,4,584,7,1
5,5,1,5,1,4,3766,26,3
1,1,0,1,1,5,633,39,1
2,2,0,1,1,5,337,30,1
2,2,0,2,1,1,173,51,1
1,1,0,4,1,3,303,16,2
3,3,0,4,1,2,671,10,1
3,2,0,4,1,2,160,56,1
2,2,1,2,0,5,853,32,1
2,2,1,5,0,3,997,26,1
3,3,1,3,1,3,109,55,2
2,2,1,4,0,5,1521,30,3
5,5,1,5,1,5,447,40,2
1,1,1,3,0,4,937,39,3
3,3,0,1,1,4,1046,7,1
0,4,1,5,1,4,3652,42,3
3,4,1,3,1,4,3249,49,3
1,2,1,2,1,5,419,57,3
2,2,0,3,1,4,1073,26,1
0,5,1,4,1,5,3474,45,3
4,2,1,3,1,4,1750,35,3
2,2,0,2,1,4,201,53,1
1,1,1,2,0,2,761,22,1
2,5,0,2,1,3,309,52,3
1,4,1,5,1,3,948,46,3
1,3,1,1,1,2,3178,56,3
2,2,1,2,1,3,1258,22,3
2,5,1,4,1,4,1173,41,3
5,5,1,5,1,1,618,47,2
4,4,1,4,1,3,639,59,3
4,4,1,4,1,3,1334,42,3
0,0,0,4,1,2,370,68,1
2,2,1,1,0,2,240,38,3
3,4,1,3,1,3,224,57,2
1,1,1,2,0,3,404,39,3
1,4,1,2,1,3,3394,42,3
4,3,1,4,1,2,2399,12,3
4,4,1,4,1,3,356,36,2
4,3,1,4,1,3,304,36,3
2,3,1,4,1,4,1609,46,3
2,4,1,5,1,5,985,47,3
3,4,1,4,1,3,1096,47,3
2,2,1,4,0,4,306,34,3
3,2,0,2,1,4,1547,51,1
3,3,1,2,0,2,909,24,3
0,0,1,1,1,1,272,33,1
2,2,0,5,1,4,1126,57,2
3,3,0,3,1,2,2342,57,1
1,4,1,1,1,3,481,52,3
4,4,0,1,1,5,1781,27,1
3,5,1,5,1,4,628,45,3
4,3,0,2,1,2,481,65,1
1,5,1,5,1,4,1325,45,3
4,5,1,4,1,4,1174,45,3
2,5,1,4,1,4,1024,41,3
4,4,0,3,1,2,480,21,1
3,4,0,1,1,4,1839,64,1
3,3,0,4,1,3,1180,19,3
3,4,0,1,1,3,354,12,1
3,5,1,5,1,3,404,35,3
4,4,0,2,1,3,222,30,2
3,3,1,3,0,4,862,46,1
2,5,1,5,1,4,1946,45,3
5,5,1,4,1,1,266,44,1
0,4,1,4,1,4,3069,48,3
2,4,1,2,1,2,2903,34,3
3,3,0,2,1,4,366,39,1
4,4,1,4,0,4,160,29,3
1,4,1,5,1,5,2542,51,3
2,4,1,5,1,3,3536,46,3
2,2,0,2,1,5,321,69,1
3,3,0,5,1,4,259,39,2
3,3,1,4,0,2,575,50,1
5,5,1,5,1,1,2182,30,3
1,1,1,1,1,1,2969,21,3
4,4,1,4,1,4,933,34,2
4,4,1,4,1,4,834,30,2
3,3,0,1,1,3,247,10,1
3,3,1,2,0,3,594,22,1
3,3,1,2,0,4,1208,21,1
5,5,0,2,1,2,325,14,1
5,5,1,4,1,4,1481,55,3
4,4,1,4,1,5,1598,36,1
5,5,1,2,1,5,2640,34,2
2,5,1,5,1,5,3661,54,3
2,2,1,2,1,4,759,33,2
0,0,1,4,0,5,417,22,3
2,2,1,4,0,1,209,32,1
4,4,1,5,0,1,979,10,1
2,3,1,2,1,2,3220,57,3
3,3,0,5,1,3,639,33,1
3,3,1,5,1,3,2565,56,3
1,1,1,3,0,2,220,33,3
2,4,1,2,1,2,675,80,3
3,3,0,3,1,2,268,38,1
4,4,1,5,1,4,588,45,3
5,5,1,3,0,3,253,22,1
4,5,1,4,1,5,3100,46,3
4,4,0,4,1,3,1391,14,2
1,1,0,2,1,4,393,36,2
1,4,0,1,1,5,2586,62,1
3,3,1,3,1,3,89,48,1
1,5,1,3,1,4,1607,46,3
2,5,1,4,1,5,2866,48,3
1,4,1,4,1,2,2049,22,3
4,5,1,4,1,3,551,60,1
5,4,1,5,1,4,3068,55,3
2,2,1,5,0,1,762,29,1
2,5,1,4,1,3,1400,45,3
3,4,1,4,1,5,3586,29,3
1,1,1,1,1,1,402,39,1
1,1,0,1,1,4,347,41,1
1,4,1,1,1,1,3337,46,3
3,3,0,2,1,5,526,7,1
2,2,0,3,1,5,406,28,2
5,1,1,5,1,5,783,55,2
4,5,1,2,1,4,1741,41,3
4,4,0,4,1,5,250,31,2
0,3,1,5,1,1,163,48,3
5,5,1,3,0,4,304,48,3
2,4,1,2,1,4,2106,37,3
4,4,1,1,0,1,859,27,2
2,4,0,5,1,4,594,50,1
4,5,1,5,1,5,1514,45,3
5,5,1,5,1,2,591,55,1
3,4,1,5,1,3,2435,51,3
1,4,1,4,1,5,2383,57,3
0,3,1,4,1,3,84,48,3
4,2,0,3,1,4,204,44,1
1,4,0,2,1,4,862,70,1
1,4,1,4,1,3,2874,52,3
1,3,1,1,1,4,207,33,3
3,3,0,1,1,4,1725,46,1
5,5,1,5,1,1,639,43,1
3,3,0,2,1,4,106,36,1
2,3,1,2,1,2,248,56,3
3,3,0,4,1,5,1076,30,1
1,1,0,3,1,4,937,56,1
3,4,1,4,1,4,3435,22,3
1,4,1,3,1,4,1984,50,3
5,5,1,5,1,4,3334,58,3
3,4,1,3,1,1,3963,36,3
4,4,1,5,1,3,3160,40,3
5,5,1,2,0,3,859,18,1
1,2,1,4,0,3,762,23,1
1,4,1,4,1,5,383,46,3
3,4,1,3,1,1,978,40,1
3,3,1,1,1,3,369,36,3
2,4,0,4,1,5,352,51,1
3,3,0,5,1,3,1910,18,1
2,5,1,4,1,4,1996,34,3
4,5,0,3,1,2,1703,23,3
5,4,1,4,1,4,479,42,3
2,4,1,4,1,3,3679,23,3
3,3,0,5,1,2,301,67,2
2,2,1,3,0,2,448,59,1
5,5,1,5,1,5,3535,25,3
3,4,0,4,1,3,347,47,3
0,4,1,4,1,5,2702,43,3
4,4,1,4,1,4,3637,31,3
3,2,0,2,1,2,610,42,1
3,3,1,4,0,3,296,20,2
1,1,0,2,1,5,570,16,1
4,5,1,5,1,3,3648,60,3
1,3,1,1,1,3,1620,58,3
1,5,1,5,1,4,594,30,3
1,0,0,5,1,5,1162,43,1
3,5,0,4,1,3,719,63,1
1,0,0,4,1,4,588,30,1
4,5,1,4,1,4,1849,39,3
2,2,1,2,1,2,1237,33,1
2,2,0,2,1,2,1096,36,1
2,2,0,3,1,3,413,30,1
2,5,1,4,1,5,793,36,3
2,5,0,4,1,5,168,39,3
0,4,1,4,1,5,248,32,3
5,4,1,4,1,3,3210,56,3
4,3,0,3,1,3,304,40,1
3,3,0,3,1,3,1379,9,1
2,2,1,2,0,2,782,23,1
1,5,1,5,1,4,2800,20,3
3,5,1,5,1,4,2174,45,3
1,1,1,4,0,3,199,55,1
0,0,0,4,1,3,726,34,1
2,4,1,5,1,3,1935,46,3
3,3,0,4,1,3,1162,8,1
4,4,1,4,1,5,2075,44,3
4,4,1,4,1,2,1448,30,3
1,5,1,5,1,3,2884,60,3
4,4,1,2,0,4,271,26,3
2,4,1,4,1,3,1726,38,3
2,2,1,2,1,2,675,50,1
2,2,0,5,1,5,1400,42,2
1,1,0,4,1,3,1325,33,1
2,2,1,2,0,3,422,59,3
1,2,0,3,1,4,844,40,1
2,4,1,4,1,4,3253,40,3
3,3,1,2,0,4,726,29,3
4,4,1,1,0,3,369,30,3
2,2,0,3,1,2,213,62,2
3,3,1,3,1,1,1500,40,3
2,4,1,4,1,5,1436,18,3
3,5,1,5,1,4,2069,53,3
5,5,1,5,1,4,125,46,1
2,3,1,2,1,3,3066,35,3
5,5,0,4,1,4,382,20,1
2,3,1,2,1,3,1659,57,3
2,1,0,4,1,3,1460,15,1
1,1,0,3,1,2,1105,11,1
3,3,0,4,1,3,591,41,1
2,1,1,4,0,5,761,36,3
3,3,1,3,1,4,3144,60,3
3,3,0,5,1,4,968,56,1
5,5,1,4,1,3,570,60,3
0,5,1,4,1,4,247,55,3
2,2,0,2,1,5,563,21,2
4,5,1,5,1,4,675,31,3
1,1,1,1,1,1,808,15,2
1,4,0,1,1,4,853,70,1
3,3,1,4,0,3,341,23,1
2,3,1,3,1,4,2172,32,3
3,5,1,5,1,5,3513,29,3
4,4,0,1,1,2,368,36,1
1,5,1,5,1,2,3362,21,3
1,3,0,4,1,3,2602,33,1
4,0,0,3,1,2,147,37,1
2,2,1,2,1,1,212,40,1
4,4,1,3,1,1,669,59,1
1,5,0,3,1,5,393,43,1
1,4,1,5,1,3,402,46,3
5,5,1,5,1,3,677,25,1
0,0,1,5,0,4,562,18,1
4,5,1,5,1,3,3410,54,3
4,4,1,5,0,4,989,44,1
2,2,1,2,1,3,483,20,3
4,4,1,3,1,4,517,48,3
2,2,1,3,0,2,253,30,1
2,2,0,2,1,2,127,46,2
4,4,1,4,1,3,262,51,1
3,3,1,2,0,5,493,22,1
3,4,1,4,1,5,2881,30,3
5,1,1,4,1,1,907,59,1
2,2,0,5,1,3,1947,28,1
3,3,1,3,1,1,177,42,1
2,2,1,4,1,1,1831,41,3
3,3,0,2,1,4,308,60,2
1,2,1,3,0,4,622,40,3
2,5,1,5,1,1,3692,33,3
3,5,0,5,1,1,647,49,1
5,2,1,5,1,1,3502,52,3
2,1,1,2,1,4,1744,30,3
1,0,0,4,1,3,235,35,1
4,4,0,5,1,3,1020,62,1
3,4,1,4,1,1,2030,38,3
1,1,1,3,0,2,347,24,1
2,2,0,4,1,3,192,9,2
1,2,1,1,1,1,867,20,3
5,5,1,1,0,5,897,20,3
0,0,1,5,1,5,179,30,1
2,2,1,2,1,2,742,71,3
2,0,0,4,1,2,177,15,1
3,4,1,3,1,2,3437,39,3
1,1,1,2,0,1,522,26,1
4,5,1,5,1,1,3711,23,3
1,3,1,5,1,4,1744,37,3
1,5,1,4,1,4,2874,40,3
4,4,1,3,1,4,1562,41,3
1,1,1,1,1,3,1670,29,3
1,4,1,5,1,5,3534,68,3
0,3,0,1,1,3,1626,62,1
1,4,0,3,1,4,588,64,1
3,3,0,2,1,1,1535,49,1
1,1,1,1,1,2,201,26,3
2,4,1,5,1,3,175,61,3
1,1,0,3,1,4,546,37,1
1,4,0,4,1,3,767,52,1
1,4,0,5,1,1,337,53,1
3,3,1,3,1,3,909,15,1
4,4,1,4,1,4,1546,30,3
2,1,0,5,1,4,937,54,1
3,3,0,3,1,4,414,44,1
4,4,1,4,1,1,170,67,2
4,4,1,4,1,3,236,47,1
3,5,1,4,1,4,528,46,3
2,3,0,2,1,1,319,24,3
1,1,0,2,1,4,1249,64,1
3,3,0,5,1,4,677,26,1
3,2,1,5,0,3,216,33,3
3,3,0,2,1,1,448,53,1
5,3,1,3,1,4,1834,21,3
1,4,1,5,1,4,2763,54,3
2,2,0,4,1,4,250,57,1
3,3,1,3,1,1,862,37,1
3,5,0,3,1,5,228,56,1
1,3,1,4,1,1,2852,41,3
3,5,1,2,1,4,544,39,3
3,3,1,3,1,3,922,30,3
4,4,1,5,1,5,363,40,3
1,3,1,1,1,3,432,73,3
3,3,1,3,1,3,1931,57,1
2,4,1,4,1,3,3183,60,3
2,2,0,5,1,5,406,35,1
3,5,1,4,1,5,669,59,3
1,1,1,1,1,1,189,60,1
3,3,0,5,1,1,248,58,3
4,4,0,5,1,3,125,14,1
3,3,0,1,1,3,859,33,1
3,3,0,2,1,5,201,54,1
2,4,1,5,1,5,1585,52,3
1,1,1,1,1,4,651,28,1
4,5,1,5,1,5,1980,34,3
5,5,1,5,0,4,641,48,3
4,4,1,5,1,3,316,60,3
5,5,1,4,1,3,583,44,3
3,4,0,1,1,3,1587,69,1
3,3,0,5,1,5,813,50,1
1,5,1,5,1,2,2206,18,3
2,4,1,4,1,4,2454,44,3
4,5,1,3,1,4,303,43,1
1,1,1,2,0,1,1167,25,1
3,3,1,4,1,4,211,42,1
1,1,1,2,0,4,773,48,1
2,5,1,4,1,4,3166,43,3
3,3,0,1,1,1,1204,22,2
1,1,1,1,1,4,1069,22,3
4,4,1,2,0,4,1042,19,1
3,5,1,2,1,5,2077,49,3
5,5,1,5,1,3,2704,48,3
3,5,1,2,0,5,483,25,1
4,4,1,4,1,3,321,39,1
3,4,0,5,1,4,977,53,2
2,2,1,5,0,3,174,30,1
2,4,1,5,1,3,3209,48,3
3,3,1,3,1,3,3982,17,3
5,1,1,5,1,2,414,62,1
1,3,1,1,1,3,1825,53,3
1,5,1,5,1,4,759,52,3
1,1,0,4,1,1,2133,23,1
2,2,1,2,1,4,140,52,1
0,0,1,5,0,5,589,25,1
2,3,1,2,1,4,453,46,1
1,2,1,5,1,4,1892,75,3
2,1,1,2,1,3,585,63,1
3,5,1,5,1,5,3864,59,3
3,4,0,2,1,4,2092,59,3
4,5,0,3,1,5,270,42,1
3,5,1,4,1,1,2149,44,3
2,3,1,2,1,3,1262,22,3
3,3,1,3,1,1,3980,30,3
5,5,1,5,1,4,2165,52,3
0,5,1,5,1,4,3596,50,3
2,5,1,4,1,5,3251,55,3
1,1,0,2,1,2,2342,64,1
1,4,1,1,1,1,345,38,3
2,2,1,4,0,3,721,13,1
2,2,0,2,1,4,270,53,1
2,5,1,2,1,5,967,42,3
4,5,1,4,1,3,226,64,3
3,3,0,3,1,3,226,24,3
3,3,1,3,1,1,337,70,2
4,4,0,1,1,1,332,17,1
1,1,1,2,0,3,473,26,3
4,4,1,5,1,3,196,60,3
3,3,1,5,1,2,308,41,3
4,4,1,4,0,3,1068,28,3
2,2,0,3,1,5,296,34,1
3,3,0,1,1,5,1744,26,1
4,4,1,4,1,1,472,39,2
2,5,1,5,1,1,2803,22,3
3,3,0,2,1,3,985,12,1
3,4,1,4,1,5,1121,26,3
2,2,1,4,0,3,331,39,3
2,2,0,5,1,3,2182,34,1
3,3,0,3,0,3,2496,33,1
2,2,0,2,1,5,641,46,1
2,4,1,5,1,3,671,40,3
2,2,1,4,0,3,238,39,1
2,2,1,4,0,4,759,52,3
2,2,0,1,1,3,1346,9,1
1,1,0,5,1,4,1617,19,2
1,1,1,1,1,2,1717,18,3
2,4,1,5,1,5,1197,68,3
2,4,1,5,1,3,1877,28,3
2,1,0,5,1,4,1171,26,1
3,4,1,5,1,3,231,40,3
3,4,1,4,1,5,1166,44,3
3,1,1,4,1,1,3587,36,3
5,5,1,5,1,3,1695,51,3
2,2,1,4,0,4,554,43,3
3,4,1,3,1,4,3058,53,3
5,5,1,4,1,4,3111,48,3
3,3,1,4,0,1,547,30,1
3,2,1,5,0,4,413,36,1
4,4,1,4,0,5,583,24,1
1,3,1,2,1,4,192,51,1
4,4,1,3,0,3,692,24,3
3,4,0,2,1,4,563,56,1
5,5,1,1,0,4,547,24,1
2,3,1,2,1,3,282,44,3
1,1,0,1,1,3,125,9,1
5,5,1,5,1,2,525,50,1
4,4,1,5,1,4,1630,70,3
3,3,0,3,1,3,728,39,1
5,5,1,1,0,4,2239,17,3
4,5,1,5,1,1,634,16,3
5,4,1,4,1,3,2773,58,3
1,1,0,2,1,1,775,29,3
0,0,1,5,0,3,1205,28,3
1,1,1,3,1,1,2500,43,3
3,3,0,2,1,1,1749,16,1
2,2,1,2,0,2,299,39,3
4,4,1,4,1,5,811,40,1
2,2,1,2,1,3,2198,25,3
2,2,0,5,1,4,1310,33,1
4,4,1,4,1,1,649,46,1
4,3,1,3,1,4,1860,31,3
4,4,1,4,1,3,1464,50,1
3,4,1,1,0,3,479,22,1
2,3,1,5,1,2,3129,53,3
5,4,1,4,1,4,3689,47,3
3,3,1,3,1,1,1205,29,1
3,5,1,5,1,4,3646,54,3
3,3,1,3,0,4,541,32,3
2,3,1,2,1,3,1504,56,3
2,2,1,1,0,3,309,37,3
3,4,1,5,1,2,488,33,3
1,2,1,2,1,3,143,46,3
2,4,1,4,1,3,2193,39,3
2,3,0,1,1,4,2586,64,1
1,1,0,2,1,3,395,34,1
3,3,0,5,1,3,677,28,1
2,2,0,3,1,2,393,11,1
2,2,0,3,1,4,399,37,1
4,4,1,4,1,5,1596,53,3
4,3,1,2,1,3,3493,44,3
4,4,1,3,0,5,1370,22,1
4,3,0,1,1,4,862,39,1
2,4,1,4,1,5,3824,47,3
4,1,1,4,1,2,125,45,2
2,2,0,2,1,3,672,35,1
1,3,1,1,1,2,554,48,3
5,5,1,5,1,3,83,30,3
1,1,0,3,1,4,444,19,1
3,3,0,3,1,4,447,16,1
